timestamp_ns,source,x_m,y_m,yaw_rad,speed_m_s,wheel_nis,wheel_accepted
1544686262241491448,wheel,12.183778,-0.002008,-0.00226655,16.814640,0.000053,True
1544686262246998894,imu,12.276385,-0.002222,-0.00235257,16.815420,,
1544686262251463569,wheel,12.351977,-0.002400,-0.00236691,16.819579,0.011006,True
1544686262256974295,imu,12.444669,-0.002620,-0.00238460,16.821338,,
1544686262261463349,wheel,12.520664,-0.002800,-0.00235446,16.823646,0.009783,True
1544686262267012748,imu,12.614024,-0.003018,-0.00231720,16.823350,,
1544686262271483823,wheel,12.689155,-0.003192,-0.00231306,16.821576,0.000301,True
1544686262276977792,imu,12.781567,-0.003405,-0.00230798,16.819940,,
1544686262281488235,wheel,12.858078,-0.003583,-0.00235000,16.823642,0.017360,True
1544686262286992377,imu,12.950679,-0.003803,-0.00240128,16.824108,,
1544686262291467912,wheel,13.026063,-0.003988,-0.00248700,16.825331,0.000312,True
1544686262296985515,imu,13.118901,-0.004223,-0.00259269,16.826296,,
1544686262301457026,wheel,13.194965,-0.004422,-0.00263624,16.831862,0.028177,True
1544686262306968232,imu,13.287733,-0.004669,-0.00268991,16.833621,,
1544686262311460597,wheel,13.363191,-0.004873,-0.00271493,16.834438,0.001186,True
1544686262316972819,imu,13.455991,-0.005126,-0.00274563,16.836473,,
1544686262321463572,wheel,13.531654,-0.005334,-0.00275807,16.837139,0.000121,True
1544686262326988760,imu,13.624683,-0.005592,-0.00277337,16.837631,,
1544686262331463509,wheel,13.700348,-0.005800,-0.00275329,16.839720,0.004250,True
1544686262337021835,imu,13.793950,-0.006057,-0.00272835,16.840380,,
1544686262341458896,wheel,13.868810,-0.006261,-0.00272628,16.841602,0.000790,True
1544686262347015094,imu,13.962387,-0.006516,-0.00272370,16.842300,,
1544686262351462808,wheel,14.037285,-0.006722,-0.00277182,16.842106,0.000006,True
1544686262356967390,imu,14.129992,-0.006982,-0.00283138,16.841934,,
1544686262361456932,wheel,14.205752,-0.007199,-0.00291071,16.842800,0.000897,True
1544686262366989369,imu,14.298934,-0.007475,-0.00300845,16.843013,,
1544686262371467403,wheel,14.374437,-0.007703,-0.00304048,16.846546,0.000221,True
1544686262376975046,imu,14.467232,-0.007987,-0.00307987,16.850474,,
1544686262381468792,wheel,14.543572,-0.008221,-0.00306729,16.855804,0.015618,True
1544686262387051806,imu,14.637686,-0.008509,-0.00305168,16.858906,,
1544686262391472167,wheel,14.711823,-0.008736,-0.00306566,16.856151,0.006103,True
1544686262396985200,imu,14.804748,-0.009022,-0.00308310,16.854903,,
1544686262401468787,wheel,14.880531,-0.009258,-0.00315274,16.855820,0.001897,True
1544686262406967483,imu,14.973216,-0.009554,-0.00323814,16.855759,,
1544686262411467499,wheel,15.048997,-0.009801,-0.00327715,16.856957,0.000221,True
1544686262416964268,imu,15.141660,-0.010107,-0.00332480,16.858819,,
1544686262421493006,wheel,15.217709,-0.010360,-0.00333249,16.858697,0.003815,True
1544686262427012382,imu,15.310762,-0.010671,-0.00334187,16.860188,,
1544686262431498130,wheel,15.386412,-0.010924,-0.00334714,16.860937,0.000014,True
1544686262437015926,imu,15.479449,-0.011236,-0.00335363,16.861756,,
1544686262441459665,wheel,15.555080,-0.011490,-0.00338933,16.867101,0.020159,True
1544686262447036479,imu,15.649152,-0.011811,-0.00343412,16.870000,,
1544686262451485527,wheel,15.724008,-0.012071,-0.00349152,16.872332,0.001766,True
1544686262456970261,imu,15.816558,-0.012397,-0.00356227,16.876303,,
1544686262461468153,wheel,15.892935,-0.012670,-0.00358002,16.877850,0.009168,True
1544686262466985326,imu,15.986050,-0.013004,-0.00360179,16.877285,,
1544686262471468599,wheel,16.061439,-0.013276,-0.00360727,16.873840,0.003050,True
1544686262476994066,imu,16.154667,-0.013612,-0.00361403,16.871010,,
1544686262481483521,wheel,16.230614,-0.013888,-0.00364003,16.873908,0.001686,True
1544686262487050076,imu,16.324550,-0.014231,-0.00367226,16.876454,,
1544686262491468672,wheel,16.398826,-0.014506,-0.00370761,16.878799,0.003786,True
1544686262496981884,imu,16.491894,-0.014853,-0.00375173,16.883291,,
1544686262501471635,wheel,16.567992,-0.015140,-0.00379870,16.884609,0.003652,True
1544686262506967909,imu,16.660794,-0.015495,-0.00385620,16.884727,,
1544686262511504191,wheel,16.736972,-0.015790,-0.00389406,16.881604,0.007039,True
1544686262516965193,imu,16.829157,-0.016151,-0.00393963,16.879867,,
1544686262521491112,wheel,16.905905,-0.016454,-0.00394518,16.882706,0.005024,True
1544686262527007061,imu,16.999033,-0.016822,-0.00395194,16.884452,,
1544686262531470658,wheel,17.074839,-0.017122,-0.00398870,16.885805,0.008109,True
1544686262536973771,imu,17.167762,-0.017495,-0.00403402,16.885291,,
1544686262541482748,wheel,17.243796,-0.017804,-0.00408256,16.884988,0.000422,True
1544686262547011223,imu,17.337143,-0.018188,-0.00414208,16.885107,,
1544686262551534264,wheel,17.412760,-0.018500,-0.00412217,16.884555,0.023912,True
1544686262556956747,imu,17.504323,-0.018877,-0.00409830,16.887475,,
1544686262561472507,wheel,17.581200,-0.019191,-0.00409361,16.890863,0.015662,True
1544686262567006101,imu,17.674670,-0.019574,-0.00408785,16.892077,,
1544686262571461189,wheel,17.750159,-0.019884,-0.00412541,16.890586,0.002369,True
1544686262576964864,imu,17.843110,-0.020269,-0.00417180,16.887603,,
1544686262581474916,wheel,17.919355,-0.020589,-0.00421268,16.887888,0.000276,True
1544686262586967258,imu,18.012108,-0.020982,-0.00426245,16.887855,,
1544686262591516826,wheel,18.088081,-0.021308,-0.00430601,16.887326,0.030935,True
1544686262597000608,imu,18.180696,-0.021709,-0.00435852,16.890645,,
1544686262601499078,wheel,18.257235,-0.022042,-0.00434945,16.893856,0.012767,True
1544686262606966732,imu,18.349608,-0.022443,-0.00433843,16.895217,,
1544686262611468127,wheel,18.426166,-0.022774,-0.00429025,16.897287,0.010590,True
1544686262617044307,imu,18.520388,-0.023175,-0.00423055,16.897513,,
1544686262621513134,wheel,18.595384,-0.023492,-0.00422229,16.894646,0.010887,True
1544686262627006796,imu,18.688193,-0.023883,-0.00421214,16.893457,,
1544686262631507778,wheel,18.764796,-0.024207,-0.00424613,16.895761,0.013209,True
1544686262636984256,imu,18.857325,-0.024602,-0.00428749,16.896041,,
1544686262641494637,wheel,18.933727,-0.024931,-0.00431339,16.898368,0.001522,True
1544686262646951856,imu,19.025950,-0.025330,-0.00434474,16.900339,,
1544686262651494554,wheel,19.102893,-0.025664,-0.00434233,16.902744,0.001146,True
1544686262656953674,imu,19.195172,-0.026065,-0.00433944,16.904912,,
1544686262661476314,wheel,19.272062,-0.026400,-0.00437330,16.906786,0.007792,True
1544686262666959160,imu,19.364759,-0.026807,-0.00441435,16.907172,,
1544686262671466075,wheel,19.441030,-0.027144,-0.00442498,16.904769,0.000256,True
1544686262676996799,imu,19.534516,-0.027558,-0.00443801,16.901476,,
1544686262681473999,wheel,19.609768,-0.027891,-0.00440264,16.899716,0.007182,True
1544686262687036651,imu,19.703774,-0.028303,-0.00435869,16.899354,,
1544686262691473784,wheel,19.778709,-0.028629,-0.00434224,16.900876,0.000112,True
1544686262697008371,imu,19.872254,-0.029034,-0.00432172,16.903002,,
1544686262701466500,wheel,19.947657,-0.029361,-0.00433793,16.902725,0.000100,True
1544686262707003207,imu,20.041240,-0.029767,-0.00435806,16.902170,,
1544686262711469638,wheel,20.116618,-0.030097,-0.00437691,16.901306,0.000525,True
1544686262717003471,imu,20.210144,-0.030507,-0.00440027,16.900717,,
1544686262721475346,wheel,20.285789,-0.030841,-0.00441872,16.903362,0.000160,True
1544686262726944485,imu,20.378243,-0.031250,-0.00444128,16.906337,,
1544686262731471608,wheel,20.455425,-0.031592,-0.00440873,16.909068,0.017116,True
1544686262736949248,imu,20.548048,-0.031998,-0.00436934,16.909731,,
1544686262741482687,wheel,20.624874,-0.032333,-0.00434666,16.906916,0.001259,True
1544686262746998044,imu,20.718109,-0.032737,-0.00431907,16.902776,,
1544686262751474255,wheel,20.794293,-0.033069,-0.00438204,16.905307,0.011224,True
1544686262757001166,imu,20.887728,-0.033482,-0.00445979,16.906282,,
1544686262761476996,wheel,20.962996,-0.033820,-0.00451913,16.907394,0.006816,True
1544686262766957695,imu,21.055668,-0.034242,-0.00459180,16.910407,,
1544686262771467939,wheel,21.132645,-0.034594,-0.00455787,16.911412,0.020812,True
1544686262776976157,imu,21.225791,-0.035017,-0.00451644,16.909785,,
1544686262781475580,wheel,21.302318,-0.035359,-0.00442547,16.909351,0.008252,True
1544686262786954612,imu,21.394958,-0.035764,-0.00431469,16.907044,,
1544686262791472758,wheel,21.471487,-0.036093,-0.00428722,16.910557,0.000747,True
1544686262796974759,imu,21.564539,-0.036491,-0.00425377,16.914304,,
1544686262801473425,wheel,21.640646,-0.036817,-0.00432370,16.917053,0.000005,True
1544686262806963383,imu,21.733528,-0.037223,-0.00440905,16.920366,,
1544686262811476111,wheel,21.809864,-0.037561,-0.00445271,16.915738,0.000005,True
1544686262816951301,imu,21.902465,-0.037976,-0.00450568,16.910165,,
1544686262821473547,wheel,21.979081,-0.038320,-0.00447368,16.908627,0.000921,True
1544686262826966828,imu,22.071957,-0.038734,-0.00443482,16.906184,,
1544686262831509287,wheel,22.148263,-0.039071,-0.00440669,16.908674,0.010193,True
1544686262836962253,imu,22.240478,-0.039475,-0.00437292,16.913545,,
1544686262841498603,wheel,22.317648,-0.039814,-0.00438759,16.917416,0.007931,True
1544686262846998772,imu,22.410704,-0.040223,-0.00440539,16.920444,,
1544686262851476695,wheel,22.487075,-0.040559,-0.00439598,16.919534,0.015251,True
1544686262856945232,imu,22.579589,-0.040966,-0.00438450,16.916114,,
1544686262861508314,wheel,22.656520,-0.041302,-0.00435402,16.915535,0.002751,True
1544686262866957229,imu,22.748691,-0.041701,-0.00431762,16.915796,,
1544686262871476523,wheel,22.825436,-0.042033,-0.00431062,16.920256,0.003449,True
1544686262877001348,imu,22.918928,-0.042435,-0.00430207,16.924623,,
1544686262881504232,wheel,22.995551,-0.042765,-0.00430636,16.926744,0.006949,True
1544686262886996131,imu,23.088513,-0.043166,-0.00431159,16.927806,,
1544686262891484376,wheel,23.164509,-0.043493,-0.00430091,16.926507,0.000024,True
1544686262896958931,imu,23.257169,-0.043891,-0.00428789,16.924832,,
1544686262901489974,wheel,23.334172,-0.044222,-0.00429801,16.926022,0.004091,True
1544686262906953350,imu,23.426645,-0.044620,-0.00431020,16.926315,,
1544686262911475036,wheel,23.503580,-0.044952,-0.00431526,16.928764,0.006492,True
1544686262916987900,imu,23.596909,-0.045355,-0.00432143,16.930306,,
1544686262921472234,wheel,23.672779,-0.045682,-0.00429609,16.928777,0.000095,True
1544686262926958034,imu,23.765641,-0.046080,-0.00426508,16.927082,,
1544686262931478273,wheel,23.842210,-0.046405,-0.00422033,16.927466,0.000121,True
1544686262936992191,imu,23.935546,-0.046796,-0.00416574,16.927741,,
1544686262941498777,wheel,24.011619,-0.047112,-0.00416162,16.930386,0.001982,True
1544686262946944243,imu,24.103823,-0.047496,-0.00415665,16.934358,,
1544686262951473839,wheel,24.181248,-0.047819,-0.00417635,16.937995,0.021030,True
1544686262956944260,imu,24.273910,-0.048207,-0.00420015,16.939878,,
1544686262961519247,wheel,24.351170,-0.048533,-0.00423504,16.937587,0.002270,True
1544686262966948441,imu,24.443122,-0.048924,-0.00427645,16.935674,,
1544686262971478848,wheel,24.520592,-0.049257,-0.00428527,16.937335,0.022860,True
1544686262977001588,imu,24.614130,-0.049658,-0.00429602,16.936752,,
1544686262981518873,wheel,24.690243,-0.049984,-0.00426666,16.939639,0.006676,True
1544686262986940885,imu,24.782102,-0.050374,-0.00423143,16.944483,,
1544686262991481747,wheel,24.859631,-0.050702,-0.00422017,16.948134,0.013895,True
1544686262996937556,imu,24.952102,-0.051092,-0.00420665,16.950541,,
1544686263001479635,wheel,25.029061,-0.051415,-0.00418755,16.949667,0.000036,True
1544686263006939247,imu,25.121596,-0.051801,-0.00416460,16.948716,,
1544686263011476353,wheel,25.198719,-0.052123,-0.00416226,16.950232,0.002052,True
1544686263016995020,imu,25.292264,-0.052512,-0.00415941,16.951315,,
1544686263021532877,wheel,25.368168,-0.052826,-0.00415315,16.949886,0.042761,True
1544686263026948129,imu,25.459959,-0.053207,-0.00414568,16.951568,,
1544686263031485220,wheel,25.538037,-0.053532,-0.00415429,16.955974,0.055601,True
1544686263036966048,imu,25.630973,-0.053919,-0.00416469,16.957411,,
1544686263041482773,wheel,25.707239,-0.054237,-0.00417881,16.955703,0.004297,True
1544686263046947689,imu,25.799897,-0.054625,-0.00419590,16.954711,,
1544686263051522425,wheel,25.876457,-0.054945,-0.00421780,16.952557,0.041223,True
1544686263057009425,imu,25.969477,-0.055339,-0.00424406,16.953256,,
1544686263061486652,wheel,26.046561,-0.055667,-0.00421606,16.958455,0.056682,True
1544686263066996672,imu,26.140008,-0.056059,-0.00418161,16.960926,,
1544686263071492448,wheel,26.215751,-0.056374,-0.00414606,16.960421,0.010683,True
1544686263076932850,imu,26.308025,-0.056754,-0.00410304,16.961476,,
1544686263081492404,wheel,26.385652,-0.057073,-0.00409588,16.961820,0.003500,True
1544686263086941936,imu,26.478084,-0.057451,-0.00408733,16.961295,,
1544686263091483209,wheel,26.555081,-0.057767,-0.00411761,16.961619,0.000035,True
1544686263096939561,imu,26.647630,-0.058150,-0.00415400,16.962100,,
1544686263101486055,wheel,26.724738,-0.058472,-0.00421506,16.963379,0.000006,True
1544686263106948118,imu,26.817397,-0.058866,-0.00428842,16.964954,,
1544686263111479499,wheel,26.894400,-0.059197,-0.00430148,16.965227,0.000686,True
1544686263116986847,imu,26.987833,-0.059600,-0.00431736,16.965144,,
1544686263121479185,wheel,27.064073,-0.059927,-0.00426298,16.964647,0.000035,True
1544686263126983690,imu,27.157452,-0.060322,-0.00419636,16.963945,,
1544686263131476958,wheel,27.233521,-0.060640,-0.00415932,16.961884,0.000923,True
1544686263136992804,imu,27.327074,-0.061027,-0.00411386,16.959835,,
1544686263141489860,wheel,27.402958,-0.061339,-0.00412985,16.959849,0.006105,True
1544686263146929882,imu,27.495223,-0.061721,-0.00414919,16.961077,,
1544686263151485670,wheel,27.572844,-0.062045,-0.00420198,16.963294,0.004951,True
1544686263156947512,imu,27.665498,-0.062438,-0.00426526,16.964877,,
1544686263161477947,wheel,27.742060,-0.062764,-0.00428012,16.961260,0.003440,True
1544686263166940841,imu,27.834707,-0.063162,-0.00429804,16.957794,,
1544686263171482109,wheel,27.911300,-0.063490,-0.00429361,16.952825,0.006774,True
1544686263177012759,imu,28.005046,-0.063892,-0.00428820,16.948036,,
1544686263181484540,wheel,28.080741,-0.064219,-0.00432991,16.948376,0.000359,True
1544686263186955511,imu,28.173466,-0.064622,-0.00438094,16.949083,,
1544686263191489559,wheel,28.250615,-0.064962,-0.00440667,16.952948,0.003554,True
1544686263196954297,imu,28.343268,-0.065371,-0.00443768,16.956712,,
1544686263201482486,wheel,28.420045,-0.065711,-0.00440017,16.955359,0.000000,True
1544686263206944968,imu,28.512658,-0.066116,-0.00435492,16.953733,,
1544686263211518463,wheel,28.589752,-0.066449,-0.00430778,16.949769,0.007793,True
1544686263217011291,imu,28.682844,-0.066848,-0.00425118,16.946315,,
1544686263221482316,wheel,28.758942,-0.067173,-0.00427851,16.947590,0.004470,True
1544686263226987724,imu,28.852246,-0.067574,-0.00431216,16.948150,,
1544686263231472070,wheel,28.928600,-0.067906,-0.00438686,16.949158,0.005091,True
1544686263237006181,imu,29.022398,-0.068322,-0.00447904,16.949327,,
1544686263241471372,wheel,29.097815,-0.068661,-0.00451994,16.946261,0.002739,True
1544686263246946757,imu,29.190593,-0.069083,-0.00457009,16.943280,,
1544686263251475014,wheel,29.267732,-0.069434,-0.00451841,16.942885,0.007173,True
1544686263256935039,imu,29.360235,-0.069849,-0.00445609,16.941177,,
1544686263261476090,wheel,29.437156,-0.070190,-0.00441541,16.942520,0.000006,True
1544686263266923494,imu,29.529452,-0.070595,-0.00436660,16.944167,,
1544686263271473899,wheel,29.606595,-0.070933,-0.00438645,16.942301,0.000084,True
1544686263276976517,imu,29.699815,-0.071343,-0.00441044,16.939911,,
1544686263281473244,wheel,29.775832,-0.071681,-0.00447413,16.934825,0.000860,True
1544686263286927166,imu,29.868177,-0.072097,-0.00455138,16.929079,,
1544686263291479977,wheel,29.945032,-0.072448,-0.00457077,16.929979,0.002007,True
1544686263296930790,imu,30.037318,-0.072870,-0.00459399,16.931691,,
1544686263301480536,wheel,30.114684,-0.073225,-0.00455333,16.933178,0.004432,True
1544686263306972958,imu,30.207689,-0.073646,-0.00450425,16.934026,,
1544686263311474804,wheel,30.284138,-0.073991,-0.00451037,16.930487,0.002049,True
1544686263316945835,imu,30.376750,-0.074409,-0.00451782,16.925542,,
1544686263321503805,wheel,30.453369,-0.074757,-0.00457679,16.922469,0.011143,True
